sale_date,sku,product_name,category,brand,store_name,city,region,supplier_name,supplier_country,quantity,unit_price
2025-07-30,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,17,3.99
2023-11-20,SKU-015,Rotisserie Chicken,Deli,In-store,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,5,16.94
2025-05-18,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,45,17.55
2025-02-26,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,31,6.56
2024-08-28,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,45,22.51
2024-07-16,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,1,6.56
2025-10-14,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,19,7.02
2024-03-24,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,41,7.12
2023-07-18,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,41,18.93
2025-01-17,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,47,18.93
2025-04-30,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,12,16.94
2025-12-23,SKU-013,Oat Milk 1L,Beverages,Oatly,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,33,2.6
2025-09-13,SKU-014,Avocado each,Produce,Fresh Direct,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,19,6.56
2023-06-04,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,10,17.55
2025-01-19,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,6,7.12
2023-09-11,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,30,16.7
2025-02-19,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,41,13.61
2025-08-23,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,2,2.57
2024-03-29,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,42,11.69
2025-04-16,SKU-014,Avocado each,Produce,Fresh Direct,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,8,6.56
2023-08-26,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,7,16.7
2025-07-18,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,24,11.69
2025-05-08,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,38,13.61
2025-09-29,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,40,8.32
2024-03-20,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,29,18.93
2025-01-22,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,35,7.12
2025-03-26,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,18,7.02
2024-03-10,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,42,2.57
2024-05-13,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,9,16.7
2024-02-29,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,38,7.12
2023-10-30,SKU-014,Avocado each,Produce,Fresh Direct,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,39,6.56
not-a-date,SKU-014,Avocado each,Produce,Fresh Direct,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,12,6.56
2025-01-03,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,16,16.7
2023-04-18,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,9,16.7
2025-09-02,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,29,11.69
2025-07-14,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,33,11.69
2024-09-09,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,30,2.68
2025-04-02,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,28,16.7
2023-05-31,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,6,3.99
2024-07-17,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,40,8.32
2025-02-19,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,39,11.69
2025-05-31,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,7,3.99
2024-03-16,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,28,2.57
2025-07-17,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,26,7.12
2024-10-02,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,43,2.57
2023-05-18,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,6,8.32
2025-02-02,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,9,2.57
2024-11-06,SKU-010,Dark Chocolate 85g,Snacks,Lindt,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,43,2.68
2023-04-16,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,19,17.55
2025-11-05,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,14,17.55
2024-12-18,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,36,3.99
2024-04-08,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,28,2.6
2023-02-23,SKU-013,Oat Milk 1L,Beverages,Oatly,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,39,2.6
2023-03-01,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,12,6.56
2024-12-19,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,1,2.6
2023-05-23,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,10,8.32
2024-03-16,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,25,16.7
2024-09-30,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,47,17.55
2023-04-18,SKU-010,Dark Chocolate 85g,Snacks,Lindt,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,10,2.68
2024-07-11,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,29,2.68
2025-04-28,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,18,3.99
2025-05-30,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,8,11.69
2025-12-15,SKU-011,Almond Butter 500g,Pantry,Maranatha,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,43,7.02
2023-04-23,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,1,7.12
2024-08-15,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,21,7.12
2023-12-26,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,9,3.99
2024-12-26,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,5,13.61
2023-02-08,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,30,13.61
2025-05-29,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,37,6.56
2023-08-24,SKU-011,Almond Butter 500g,Pantry,Maranatha,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,26,7.02
2025-07-31,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,45,-17.55
2025-06-11,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,38,6.56
2024-11-26,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,15,2.57
2023-08-22,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,34,8.32
2023-10-30,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,16,16.94
2023-11-10,SKU-005,Greek Yogurt 500g,Dairy,Olympic,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,49,18.93
2025-08-08,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,49,2.57
2024-10-23,SKU-010,Dark Chocolate 85g,Snacks,Lindt,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,41,2.68
2025-06-24,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,41,3.99
2024-12-21,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,33,18.93
2023-04-27,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,24,3.99
2025-11-04,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,25,2.57
2025-07-10,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,37,11.69
2025-10-23,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,10,17.55
2023-06-22,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,33,3.99
2025-06-18,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,34,16.7
2024-08-02,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,25,8.32
2023-04-18,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,41,17.55
2025-03-02,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,19,2.57
2023-11-04,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,22,6.56
2024-09-27,SKU-011,Almond Butter 500g,Pantry,Maranatha,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,42,7.02
2023-06-23,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,20,22.51
2025-12-14,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,6,7.02
2023-02-07,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,24,22.51
2024-01-29,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,15,7.12
2023-07-27,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,33,8.32
2023-03-19,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,43,6.56
2025-02-10,SKU-013,Oat Milk 1L,Beverages,Oatly,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,10,2.6
2023-12-06,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,47,6.56
2025-06-28,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,40,22.51
2025-12-29,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,16,13.61
2025-01-23,SKU-013,Oat Milk 1L,Beverages,Oatly,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,44,2.6
2025-02-21,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,33,3.99
2023-10-11,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,17,8.32
2023-07-30,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,46,3.99
2023-06-21,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,49,6.56
2025-06-14,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,6,3.99
2023-02-24,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,27,7.12
2025-03-01,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,6,11.69
2024-11-17,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,10,16.7
2025-08-18,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,29,18.93
2024-06-08,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,14,16.94
2025-12-16,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,28,11.69
2023-09-07,SKU-005,Greek Yogurt 500g,Dairy,Olympic,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,4,18.93
2023-05-09,SKU-011,Almond Butter 500g,Pantry,Maranatha,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,8,7.02
2023-02-03,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,41,3.99
2024-08-19,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,28,7.12
not-a-date,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,12,17.55
2025-11-05,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,33,17.55
2025-03-03,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,24,22.51
2024-12-07,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,16,16.7
2024-11-11,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,9,7.02
2025-08-09,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,45,11.69
2025-07-26,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,3,8.32
2024-10-08,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,20,16.7
2024-06-02,SKU-014,Avocado each,Produce,Fresh Direct,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,3,6.56
2023-04-08,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,42,7.12
2025-03-30,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,48,2.57
2025-10-13,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,45,22.51
2023-06-19,SKU-015,Rotisserie Chicken,Deli,In-store,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,47,16.94
2024-08-24,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,21,22.51
2024-09-19,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,29,17.55
2024-12-20,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,29,22.51
2025-06-09,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,18,6.56
2025-04-11,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,24,2.6
2023-03-05,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,10,13.61
2023-09-16,SKU-011,Almond Butter 500g,Pantry,Maranatha,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,5,7.02
2025-02-23,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,37,7.02
2025-01-29,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,24,8.32
2025-12-20,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,24,2.57
2023-08-21,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,2,7.02
2023-08-30,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,17,3.99
2024-08-07,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,45,13.61
2023-10-05,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,5,3.99
2023-06-29,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,44,16.94
2023-05-13,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,36,17.55
2023-12-23,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,24,16.94
2024-04-29,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,32,2.57
2025-08-15,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,-10,11.69
2025-09-07,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,34,2.57
2023-09-14,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,21,22.51
2024-12-06,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,9,3.99
2024-01-08,SKU-013,Oat Milk 1L,Beverages,Oatly,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,50,2.6
2023-09-12,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,34,22.51
2024-04-06,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,23,8.32
2024-05-28,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,13,11.69
2024-09-12,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,40,11.69
2023-11-12,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,11,11.69
2023-03-26,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,2,13.61
2024-03-07,SKU-011,Almond Butter 500g,Pantry,Maranatha,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,50,7.02
2025-10-16,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,41,2.68
2024-05-16,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,44,7.02
2023-11-20,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,29,3.99
2023-10-22,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,21,3.99
2025-03-27,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,9,17.55
2024-10-15,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,16,11.69
2023-10-16,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,7,18.93
2024-05-23,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,11,22.51
2024-01-24,SKU-015,Rotisserie Chicken,Deli,In-store,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,49,16.94
2024-09-23,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,32,11.69
2024-05-08,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,14,-22.51
2025-08-21,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,19,18.93
2023-10-02,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,17,6.56
2023-04-03,SKU-013,Oat Milk 1L,Beverages,Oatly,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,26,2.6
2024-08-14,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,5,11.69
2023-09-01,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,9,3.99
2025-01-18,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,49,22.51
2025-10-21,SKU-010,Dark Chocolate 85g,Snacks,Lindt,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,3,2.68
2025-08-28,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,34,8.32
2024-11-02,SKU-010,Dark Chocolate 85g,Snacks,Lindt,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,40,2.68
